id;ID_Segment;Lenght;distance;angle;Nom;Lat;Long;Rayon
3;T3;394;270.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7206039000;4.5963205770;50
3;T3;394;280.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7206674600;4.5962204310;50
3;T3;394;290.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7207310200;4.5961202840;50
3;T3;394;300.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7207945800;4.5960201380;50
3;T3;394;310.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7208581400;4.5959199910;50
3;T3;394;320.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7209217000;4.5958198440;50
3;T3;394;330.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7209852600;4.5957196960;50
3;T3;394;340.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7210488200;4.5956195490;50
3;T3;394;350.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7211123800;4.5955194010;50
3;T3;394;360.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7211759400;4.5954192530;50
3;T3;394;370.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7212395000;4.5953191040;50
3;T3;394;380.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7213030600;4.5952189550;50
3;T3;394;390.000000000000000;314.818109247504538;Matexi Sainte-Anne;50.7213666200;4.5951188060;50
4;T4;234;0.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7213992900;4.5950673950;50
4;T4;234;10.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7214609800;4.5951704070;50
4;T4;234;20.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7215226700;4.5952734200;50
4;T4;234;30.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7215843500;4.5953764330;50
4;T4;234;40.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7216460400;4.5954794470;50
4;T4;234;50.000000000000000;46.494333591252769;Matexi Sainte-Anne;50.7217077300;4.5955824600;50
4;T4;234;60.000000000000000;8.575232639836782;Matexi Sainte-Anne;50.7217868100;4.5956333230;50
4;T4;234;70.000000000000000;8.575232639836782;Matexi Sainte-Anne;50.7218756600;4.5956548690;50
4;T4;234;80.000000000000000;8.575232639836782;Matexi Sainte-Anne;50.7219645100;4.5956764140;50
